slide_name,blob_index,x_position,y_position,stack_size,reference_z,best_z,z_difference,best_index,focus_metric,color_metric,process_time,capture_status,index,type,id,score,slide_top_edge_px,slide_bottom_edge_px,slide_height_um,slide_found,slide_top_width_um,slide_bottom_width_um,slide_left_bottom_side_px,slide_left_top_side_px,slide_right_bottom_side_px,slide_right_top_side_px,slide_placed,slide_bottom_width_dimension_status,slide_top_width_dimension_status,distance_change_px,left_corner_difference_px,right_corner_difference_px,slope_px,angle_degrees,y_offset_px,x_offset_px,_source.data.x_offset_um,_source.data.y_offset_um,placement_status,x_dimen_status,y_dimen_status,height_status,slide_thickness,raw_slide_thickness,cluster_name,scanner_name,u_id,load_identifier,row_index,col_index,time_stamp,slide_id,row,column,loaded_date,_source.data.initial_box_0_0_px,_source.data.initial_box_0_1_px,_source.data.initial_box_1_0_px,_source.data.initial_box_1_1_px,_source.data.initial_box_2_0_px,_source.data.initial_box_2_1_px,_source.data.initial_box_3_0_px,_source.data.initial_box_3_1_px,_source.data.rect_start_x_px,_source.data.rect_start_y_px,_source.data.rect_start_width_px,_source.data.rect_start_height_px,_source.data.rect_angle,_source.data.bottom_edge_px,_source.data.bottom_right_side_edge_px,_source.data.final_box_0_0_px,_source.data.final_box_0_1_px,_source.data.final_box_1_0_px,_source.data.final_box_1_1_px,_source.data.final_box_2_0_px,_source.data.final_box_2_1_px,_source.data.final_box_3_0_px,_source.data.final_box_3_1_px,_source.data.hyp_pyth_theorem,_source.data.opp_pyth_theorem,_source.data.adj_pyth_theorem,permissible_angle,actual_angle,_source.data.expected_del_pos_x,_source.data.expected_del_pos_y,_source.data.zoomed_in_del_pos_x,_source.data.zoomed_in_del_pos_y,_source.data.zoom_in_out_ratio,_source.data.zoom_slope,_source.data.slide_pos_x,_source.data.slide_pos_y,_source.data.offset_pos_x_px,_source.data.offset_pos_y_px,offset_pos_x_um,offset_pos_y_um,_source.data.slide_height_px,_source.data.slide_width_px,slide_width_um,_source.data.y_stage_img_pos_status,_source.data.x_stage_img_pos_status,_source.data.error_x_pos,_source.data.error_y_pos,_source.data.slide_presence_probability,_source.data.opposite_value,date,_merge
H01CBA05P_99112,0,11737.5,12962.5,25,6220,6223.75,-3.75,14,32.88407625,7.956901483,4.044225454,1,slide_placement,_doc,GBls0XgBY1V5ZLgkPscn,1,90,2019,75231,TRUE,25116,25311,751,87,751,731,TRUE,TRUE,TRUE,-20,-664,-20,,,,,,,TRUE,TRUE,FALSE,TRUE,1.4,30,CS002,H01CBA05P,,CS002-2-1618411711879,1,7,2021-04-14T17:27:15,99112,,,,,,,,,,,,,,,,,,,87,94,731,90,753,2017,102,2021,25.116,2.4,-0.858,5.483357384,-0.654143505,766,172,791,147,0.939759036,24.9,753,90,37.44216867,56.66626506,1462.5,2212.5,1929,644,25116,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA02P_99122,0,14275,14875,37,6640,6643.75,-3.75,20,15.96083609,26.54697116,3.665005207,1,slide_placement,_doc,Kxlt0XgBY1V5ZLgkctXo,1,134,2065,75888.3,TRUE,25662.9,25623.6,803,172,803,825,TRUE,TRUE,TRUE,22,-631,22,,,,,,,TRUE,TRUE,FALSE,TRUE,1.2,26,CS002,H01CBA02P,,CS002-1-1618411711877,1,7,2021-04-14T17:28:34,99122,,,,,,,,,,,,,,,,,,,172,133,825,134,803,2065,151,2054,25.6629,2.25,0.8646,5.029877326,0.65278841,752,193,771,175,0.946987952,18.86363636,825,133,-54.20865279,41.08817087,-2125,1618.75,1930,653,25662.9,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA02P_99122,1,7625,24500,37,6600,6601.875,-1.875,19,20.2115259,22.47782059,5.290857315,1,slide_placement,_doc,Kxlt0XgBY1V5ZLgkctXo,1,134,2065,75888.3,TRUE,25662.9,25623.6,803,172,803,825,TRUE,TRUE,TRUE,22,-631,22,,,,,,,TRUE,TRUE,FALSE,TRUE,1.2,26,CS002,H01CBA02P,,CS002-1-1618411711877,1,7,2021-04-14T17:28:34,99122,,,,,,,,,,,,,,,,,,,172,133,825,134,803,2065,151,2054,25.6629,2.25,0.8646,5.029877326,0.65278841,752,193,771,175,0.946987952,18.86363636,825,133,-54.20865279,41.08817087,-2125,1618.75,1930,653,25662.9,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA02P_99122,2,17225,38325,37,6530,6526.25,3.75,16,18.04182141,22.44724225,5.907358646,1,slide_placement,_doc,Kxlt0XgBY1V5ZLgkctXo,1,134,2065,75888.3,TRUE,25662.9,25623.6,803,172,803,825,TRUE,TRUE,TRUE,22,-631,22,,,,,,,TRUE,TRUE,FALSE,TRUE,1.2,26,CS002,H01CBA02P,,CS002-1-1618411711877,1,7,2021-04-14T17:28:34,99122,,,,,,,,,,,,,,,,,,,172,133,825,134,803,2065,151,2054,25.6629,2.25,0.8646,5.029877326,0.65278841,752,193,771,175,0.946987952,18.86363636,825,133,-54.20865279,41.08817087,-2125,1618.75,1930,653,25662.9,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA05P_99115,1,5893.75,26006.25,25,6430,6435.625,-5.625,15,34.65306656,22.77778104,4.732735157,1,slide_placement,_doc,#NAME?,1,87,2027,75660,TRUE,25428,25740,748,74,748,726,TRUE,TRUE,TRUE,-22,-674,-22,,,,,,,TRUE,TRUE,FALSE,TRUE,1.2,26,CS002,H01CBA05P,,CS002-2-1618411711879,1,8,2021-04-14T17:31:41,99115,,,,,,,,,,,,,,,,,,,74,94,726,87,749,2026,88,2031,25.428,2.4,-0.897,5.415874562,-0.679646124,766,172,791,147,0.939759036,24.9,749,87,41.44216867,59.66626506,1618.75,2331.25,1940,652,25428,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA05P_99115,2,8981.25,33006.25,25,6435.625,6437.5,-1.875,13,33.6346706,26.0643657,2.153863192,1,slide_placement,_doc,#NAME?,1,87,2027,75660,TRUE,25428,25740,748,74,748,726,TRUE,TRUE,TRUE,-22,-674,-22,,,,,,,TRUE,TRUE,FALSE,TRUE,1.2,26,CS002,H01CBA05P,,CS002-2-1618411711879,1,8,2021-04-14T17:31:41,99115,,,,,,,,,,,,,,,,,,,74,94,726,87,749,2026,88,2031,25.428,2.4,-0.897,5.415874562,-0.679646124,766,172,791,147,0.939759036,24.9,749,87,41.44216867,59.66626506,1618.75,2331.25,1940,652,25428,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA05P_99115,3,16600,41712.5,47,6437.5,6416.875,20.625,12,25.58444789,19.17584997,1.794150591,1,slide_placement,_doc,#NAME?,1,87,2027,75660,TRUE,25428,25740,748,74,748,726,TRUE,TRUE,TRUE,-22,-674,-22,,,,,,,TRUE,TRUE,FALSE,TRUE,1.2,26,CS002,H01CBA05P,,CS002-2-1618411711879,1,8,2021-04-14T17:31:41,99115,,,,,,,,,,,,,,,,,,,74,94,726,87,749,2026,88,2031,25.428,2.4,-0.897,5.415874562,-0.679646124,766,172,791,147,0.939759036,24.9,749,87,41.44216867,59.66626506,1618.75,2331.25,1940,652,25428,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA05P_99118,0,14581.25,14087.5,25,6470,6468.125,1.875,11,7.872475647,12.98794522,3.456459761,1,slide_placement,_doc,Bhp10XgBY1V5ZLgktCzK,1,98,2065,76713,TRUE,25311,25935,743,91,745,740,TRUE,TRUE,TRUE,-5,-652,-5,,,,,,,TRUE,TRUE,FALSE,TRUE,1.3,28,CS002,H01CBA05P,,CS002-2-1618411711879,1,9,2021-04-14T17:37:35,99118,,,,,,,,,,,,,,,,,,,91,98,740,92,745,2041,78,2065,25.311,2.4,-0.195,5.440984773,-0.146987795,766,172,791,147,0.939759036,24.9,745,92,45.44216867,54.66626506,1775,2137.5,1967,649,25311,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA05P_99118,1,16475,44256.25,25,6460,6458.125,1.875,11,18.10069579,17.62992072,6.357040882,1,slide_placement,_doc,Bhp10XgBY1V5ZLgktCzK,1,98,2065,76713,TRUE,25311,25935,743,91,745,740,TRUE,TRUE,TRUE,-5,-652,-5,,,,,,,TRUE,TRUE,FALSE,TRUE,1.3,28,CS002,H01CBA05P,,CS002-2-1618411711879,1,9,2021-04-14T17:37:35,99118,,,,,,,,,,,,,,,,,,,91,98,740,92,745,2041,78,2065,25.311,2.4,-0.195,5.440984773,-0.146987795,766,172,791,147,0.939759036,24.9,745,92,45.44216867,54.66626506,1775,2137.5,1967,649,25311,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA02P_99131,0,15206.25,33031.25,37,6340,6345.625,-5.625,21,27.03579065,30.48304844,4.074605227,1,slide_placement,_doc,bBp50XgBY1V5ZLgkkFq0,1,131,2048,75338.1,TRUE,25623.6,26055.9,798,154,786,806,TRUE,TRUE,TRUE,20,-644,20,,,,,,,TRUE,TRUE,FALSE,TRUE,1.3,28,CS002,H01CBA02P,,CS002-1-1618411711877,1,10,2021-04-14T17:41:48,99131,,,,,,,,,,,,,,,,,,,154,131,806,131,798,2048,135,2044,25.6236,2.25,0.3144,5.037611787,0.239106712,752,193,771,175,0.946987952,18.86363636,806,131,-35.20865279,43.08817087,-1381.25,1693.75,1917,652,25623.6,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA02P_99131,1,12168.75,41556.25,37,6310,6308.125,1.875,17,47.531341,41.99509557,5.290682077,1,slide_placement,_doc,bBp50XgBY1V5ZLgkkFq0,1,131,2048,75338.1,TRUE,25623.6,26055.9,798,154,786,806,TRUE,TRUE,TRUE,20,-644,20,,,,,,,TRUE,TRUE,FALSE,TRUE,1.3,28,CS002,H01CBA02P,,CS002-1-1618411711877,1,10,2021-04-14T17:41:48,99131,,,,,,,,,,,,,,,,,,,154,131,806,131,798,2048,135,2044,25.6236,2.25,0.3144,5.037611787,0.239106712,752,193,771,175,0.946987952,18.86363636,806,131,-35.20865279,43.08817087,-1381.25,1693.75,1917,652,25623.6,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA02P_99131,2,14237.5,23787.5,37,6278.125,6281.875,-3.75,20,7.528866714,11.53165349,2.81027627,1,slide_placement,_doc,bBp50XgBY1V5ZLgkkFq0,1,131,2048,75338.1,TRUE,25623.6,26055.9,798,154,786,806,TRUE,TRUE,TRUE,20,-644,20,,,,,,,TRUE,TRUE,FALSE,TRUE,1.3,28,CS002,H01CBA02P,,CS002-1-1618411711877,1,10,2021-04-14T17:41:48,99131,,,,,,,,,,,,,,,,,,,154,131,806,131,798,2048,135,2044,25.6236,2.25,0.3144,5.037611787,0.239106712,752,193,771,175,0.946987952,18.86363636,806,131,-35.20865279,43.08817087,-1381.25,1693.75,1917,652,25623.6,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA02P_99134,0,15668.75,24543.75,37,6610,6611.875,-1.875,19,45.09136544,20.70347143,3.445599794,1,slide_placement,_doc,Fxp90XgBY1V5ZLgkfYik,1,132,2023,74316.3,TRUE,26134.5,25702.2,799,166,799,831,TRUE,TRUE,TRUE,32,-633,32,,,,,,,TRUE,TRUE,FALSE,TRUE,1,22,CS002,H01CBA02P,,CS002-1-1618411711877,1,11,2021-04-14T17:46:05,99134,,,,,,,,,,,,,,,,,,,164,132,831,133,799,2023,144,2017,26.1345,1.25,1.2576,2.741474277,0.970133627,752,193,771,175,0.946987952,18.86363636,831,132,-60.20865279,42.08817087,-2362.5,1656.25,1890,665,26134.5,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA02P_99134,1,16043.75,35925,37,6560,6563.75,-3.75,20,21.14112616,12.12786207,5.551664352,1,slide_placement,_doc,Fxp90XgBY1V5ZLgkfYik,1,132,2023,74316.3,TRUE,26134.5,25702.2,799,166,799,831,TRUE,TRUE,TRUE,32,-633,32,,,,,,,TRUE,TRUE,FALSE,TRUE,1,22,CS002,H01CBA02P,,CS002-1-1618411711877,1,11,2021-04-14T17:46:05,99134,,,,,,,,,,,,,,,,,,,164,132,831,133,799,2023,144,2017,26.1345,1.25,1.2576,2.741474277,0.970133627,752,193,771,175,0.946987952,18.86363636,831,132,-60.20865279,42.08817087,-2362.5,1656.25,1890,665,26134.5,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA02P_99137,0,9643.75,22481.25,37,6410,6406.25,3.75,16,24.8342718,14.73484012,3.825405359,1,slide_placement,_doc,4BqB0XgBY1V5ZLgkTbfo,1,136,2065,75809.7,TRUE,25662.9,25780.8,808,182,808,835,TRUE,TRUE,TRUE,27,-626,27,,,,,,,TRUE,TRUE,FALSE,TRUE,1.25,27,CS002,H01CBA02P,,CS002-1-1618411711877,1,12,2021-04-14T17:50:15,99137,,,,,,,,,,,,,,,,,,,182,136,836,137,808,2065,152,2065,25.6629,2.25,1.1004,5.029877326,0.832125636,752,193,771,175,0.946987952,18.86363636,836,136,-65.20865279,38.08817087,-2562.5,1500,1929,653,25662.9,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA02P_99137,1,9562.5,13068.75,37,6460,6458.125,1.875,17,25.03922331,10.88703182,5.045615673,1,slide_placement,_doc,4BqB0XgBY1V5ZLgkTbfo,1,136,2065,75809.7,TRUE,25662.9,25780.8,808,182,808,835,TRUE,TRUE,TRUE,27,-626,27,,,,,,,TRUE,TRUE,FALSE,TRUE,1.25,27,CS002,H01CBA02P,,CS002-1-1618411711877,1,12,2021-04-14T17:50:15,99137,,,,,,,,,,,,,,,,,,,182,136,836,137,808,2065,152,2065,25.6629,2.25,1.1004,5.029877326,0.832125636,752,193,771,175,0.946987952,18.86363636,836,136,-65.20865279,38.08817087,-2562.5,1500,1929,653,25662.9,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA02P_99137,2,10106.25,30462.5,37,6380,6383.75,-3.75,20,29.76515969,17.09337209,5.754905701,1,slide_placement,_doc,4BqB0XgBY1V5ZLgkTbfo,1,136,2065,75809.7,TRUE,25662.9,25780.8,808,182,808,835,TRUE,TRUE,TRUE,27,-626,27,,,,,,,TRUE,TRUE,FALSE,TRUE,1.25,27,CS002,H01CBA02P,,CS002-1-1618411711877,1,12,2021-04-14T17:50:15,99137,,,,,,,,,,,,,,,,,,,182,136,836,137,808,2065,152,2065,25.6629,2.25,1.1004,5.029877326,0.832125636,752,193,771,175,0.946987952,18.86363636,836,136,-65.20865279,38.08817087,-2562.5,1500,1929,653,25662.9,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA02P_99137,3,18362.5,39706.25,69,6383.75,6335,48.75,8,36.89432658,21.27109091,2.440999746,1,slide_placement,_doc,4BqB0XgBY1V5ZLgkTbfo,1,136,2065,75809.7,TRUE,25662.9,25780.8,808,182,808,835,TRUE,TRUE,TRUE,27,-626,27,,,,,,,TRUE,TRUE,FALSE,TRUE,1.25,27,CS002,H01CBA02P,,CS002-1-1618411711877,1,12,2021-04-14T17:50:15,99137,,,,,,,,,,,,,,,,,,,182,136,836,137,808,2065,152,2065,25.6629,2.25,1.1004,5.029877326,0.832125636,752,193,771,175,0.946987952,18.86363636,836,136,-65.20865279,38.08817087,-2562.5,1500,1929,653,25662.9,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA05P_99123,0,10418.75,28256.25,25,6440,6443.75,-3.75,14,17.55938333,17.19928235,3.043218136,1,slide_placement,_doc,1xqD0XgBY1V5ZLgkDsqu,1,95,2068,76947,TRUE,25467,26052,749,93,757,746,TRUE,TRUE,TRUE,-11,-656,-11,,,,,,,TRUE,TRUE,FALSE,TRUE,1.2,26,CS002,H01CBA05P,,CS002-2-1618411711879,1,11,2021-04-14T17:52:10,99123,,,,,,,,,,,,,,,,,,,92,95,746,87,757,2038,81,2068,25.467,2.4,-0.429,5.407555994,-0.323043011,766,172,791,147,0.939759036,24.9,757,87,33.44216867,59.66626506,1306.25,2331.25,1973,653,25467,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA05P_99123,1,19893.75,34587.5,25,6443.75,6441.875,1.875,11,24.68804942,15.55086358,2.02988863,1,slide_placement,_doc,1xqD0XgBY1V5ZLgkDsqu,1,95,2068,76947,TRUE,25467,26052,749,93,757,746,TRUE,TRUE,TRUE,-11,-656,-11,,,,,,,TRUE,TRUE,FALSE,TRUE,1.2,26,CS002,H01CBA05P,,CS002-2-1618411711879,1,11,2021-04-14T17:52:10,99123,,,,,,,,,,,,,,,,,,,92,95,746,87,757,2038,81,2068,25.467,2.4,-0.429,5.407555994,-0.323043011,766,172,791,147,0.939759036,24.9,757,87,33.44216867,59.66626506,1306.25,2331.25,1973,653,25467,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA05P_99123,2,15200,40712.5,25,6421.875,6421.875,0,12,10.72106069,17.86866649,2.09059453,1,slide_placement,_doc,1xqD0XgBY1V5ZLgkDsqu,1,95,2068,76947,TRUE,25467,26052,749,93,757,746,TRUE,TRUE,TRUE,-11,-656,-11,,,,,,,TRUE,TRUE,FALSE,TRUE,1.2,26,CS002,H01CBA05P,,CS002-2-1618411711879,1,11,2021-04-14T17:52:10,99123,,,,,,,,,,,,,,,,,,,92,95,746,87,757,2038,81,2068,25.467,2.4,-0.429,5.407555994,-0.323043011,766,172,791,147,0.939759036,24.9,757,87,33.44216867,59.66626506,1306.25,2331.25,1973,653,25467,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA05P_99123,3,15200,47462.5,47,6421.875,6410.625,11.25,17,27.18679785,15.8536177,1.682327271,1,slide_placement,_doc,1xqD0XgBY1V5ZLgkDsqu,1,95,2068,76947,TRUE,25467,26052,749,93,757,746,TRUE,TRUE,TRUE,-11,-656,-11,,,,,,,TRUE,TRUE,FALSE,TRUE,1.2,26,CS002,H01CBA05P,,CS002-2-1618411711879,1,11,2021-04-14T17:52:10,99123,,,,,,,,,,,,,,,,,,,92,95,746,87,757,2038,81,2068,25.467,2.4,-0.429,5.407555994,-0.323043011,766,172,791,147,0.939759036,24.9,757,87,33.44216867,59.66626506,1306.25,2331.25,1973,653,25467,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA05P_99123,4,10256.25,18256.25,47,6443.75,6460.625,-16.875,32,10.10377894,14.00366247,4.266855001,1,slide_placement,_doc,1xqD0XgBY1V5ZLgkDsqu,1,95,2068,76947,TRUE,25467,26052,749,93,757,746,TRUE,TRUE,TRUE,-11,-656,-11,,,,,,,TRUE,TRUE,FALSE,TRUE,1.2,26,CS002,H01CBA05P,,CS002-2-1618411711879,1,11,2021-04-14T17:52:10,99123,,,,,,,,,,,,,,,,,,,92,95,746,87,757,2038,81,2068,25.467,2.4,-0.429,5.407555994,-0.323043011,766,172,791,147,0.939759036,24.9,757,87,33.44216867,59.66626506,1306.25,2331.25,1973,653,25467,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA02P_99140,0,10568.75,29581.25,37,6560,6560,0,18,37.84031158,24.14984444,3.639855385,1,slide_placement,_doc,gxqF0XgBY1V5ZLgkIueP,1,136,2048,75141.6,TRUE,25466.4,25427.1,802,176,802,824,TRUE,TRUE,TRUE,22,-626,22,,,,,,,TRUE,TRUE,FALSE,TRUE,1.05,23,CS002,H01CBA02P,,CS002-1-1618411711877,1,13,2021-04-14T17:54:26,99140,,,,,,,,,,,,,,,,,,,174,136,824,138,802,2048,155,2047,25.4664,2.25,0.8646,5.068789283,0.659965981,752,193,771,175,0.946987952,18.86363636,824,136,-53.20865279,38.08817087,-2087.5,1500,1912,648,25466.4,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA02P_99140,1,10025,38575,37,6530,6524.375,5.625,15,44.72804535,31.76780225,2.480836868,1,slide_placement,_doc,gxqF0XgBY1V5ZLgkIueP,1,136,2048,75141.6,TRUE,25466.4,25427.1,802,176,802,824,TRUE,TRUE,TRUE,22,-626,22,,,,,,,TRUE,TRUE,FALSE,TRUE,1.05,23,CS002,H01CBA02P,,CS002-1-1618411711877,1,13,2021-04-14T17:54:26,99140,,,,,,,,,,,,,,,,,,,174,136,824,138,802,2048,155,2047,25.4664,2.25,0.8646,5.068789283,0.659965981,752,193,771,175,0.946987952,18.86363636,824,136,-53.20865279,38.08817087,-2087.5,1500,1912,648,25466.4,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA02P_99140,2,9225,18237.5,37,6494.375,6503.75,-9.375,23,8.090988061,11.35954505,3.038357735,1,slide_placement,_doc,gxqF0XgBY1V5ZLgkIueP,1,136,2048,75141.6,TRUE,25466.4,25427.1,802,176,802,824,TRUE,TRUE,TRUE,22,-626,22,,,,,,,TRUE,TRUE,FALSE,TRUE,1.05,23,CS002,H01CBA02P,,CS002-1-1618411711877,1,13,2021-04-14T17:54:26,99140,,,,,,,,,,,,,,,,,,,174,136,824,138,802,2048,155,2047,25.4664,2.25,0.8646,5.068789283,0.659965981,752,193,771,175,0.946987952,18.86363636,824,136,-53.20865279,38.08817087,-2087.5,1500,1912,648,25466.4,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA05P_99126,0,17175,11168.75,25,6410,6419.375,-9.375,17,12.9726776,9.819713896,3.72299552,1,slide_placement,_doc,ShqH0XgBY1V5ZLgkRf8h,1,101,2068,76713,TRUE,25272,26169,752,95,756,743,TRUE,TRUE,TRUE,-13,-657,-13,,,,,,,TRUE,TRUE,FALSE,TRUE,1.2,26,CS002,H01CBA05P,,CS002-2-1618411711879,1,12,2021-04-14T17:56:46,99126,,,,,,,,,,,,,,,,,,,95,101,743,94,761,2039,81,2068,25.272,2.4,-0.702,5.449406745,-0.530251287,766,172,791,147,0.939759036,24.9,761,94,29.44216867,52.66626506,1150,2056.25,1967,648,25272,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA05P_99126,1,15237.5,17881.25,25,6409.375,6415,-5.625,15,8.739935588,19.40618824,2.01093483,1,slide_placement,_doc,ShqH0XgBY1V5ZLgkRf8h,1,101,2068,76713,TRUE,25272,26169,752,95,756,743,TRUE,TRUE,TRUE,-13,-657,-13,,,,,,,TRUE,TRUE,FALSE,TRUE,1.2,26,CS002,H01CBA05P,,CS002-2-1618411711879,1,12,2021-04-14T17:56:46,99126,,,,,,,,,,,,,,,,,,,95,101,743,94,761,2039,81,2068,25.272,2.4,-0.702,5.449406745,-0.530251287,766,172,791,147,0.939759036,24.9,761,94,29.44216867,52.66626506,1150,2056.25,1967,648,25272,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA05P_99126,2,18700,26506.25,25,6405,6406.875,-1.875,13,27.26471414,16.60836098,2.177390099,1,slide_placement,_doc,ShqH0XgBY1V5ZLgkRf8h,1,101,2068,76713,TRUE,25272,26169,752,95,756,743,TRUE,TRUE,TRUE,-13,-657,-13,,,,,,,TRUE,TRUE,FALSE,TRUE,1.2,26,CS002,H01CBA05P,,CS002-2-1618411711879,1,12,2021-04-14T17:56:46,99126,,,,,,,,,,,,,,,,,,,95,101,743,94,761,2039,81,2068,25.272,2.4,-0.702,5.449406745,-0.530251287,766,172,791,147,0.939759036,24.9,761,94,29.44216867,52.66626506,1150,2056.25,1967,648,25272,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA05P_99126,3,18000,33837.5,47,6406.875,6395.625,11.25,17,10.41671616,11.96265778,1.698034525,1,slide_placement,_doc,ShqH0XgBY1V5ZLgkRf8h,1,101,2068,76713,TRUE,25272,26169,752,95,756,743,TRUE,TRUE,TRUE,-13,-657,-13,,,,,,,TRUE,TRUE,FALSE,TRUE,1.2,26,CS002,H01CBA05P,,CS002-2-1618411711879,1,12,2021-04-14T17:56:46,99126,,,,,,,,,,,,,,,,,,,95,101,743,94,761,2039,81,2068,25.272,2.4,-0.702,5.449406745,-0.530251287,766,172,791,147,0.939759036,24.9,761,94,29.44216867,52.66626506,1150,2056.25,1967,648,25272,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA02P_99146,0,15500,43362.5,37,6420,6418.125,1.875,17,34.47879035,55.5695534,4.511673927,1,slide_placement,_doc,CxuP0XgBY1V5ZLgkcmRX,1,138,2077,76202.7,TRUE,25152,25859.4,799,189,785,829,TRUE,TRUE,TRUE,44,-610,44,,,,,,,TRUE,TRUE,FALSE,TRUE,1.2,26,CS002,H01CBA02P,,CS002-1-1618411711877,1,15,2021-04-14T18:05:42,99146,,,,,,,,,,,,,,,,,,,189,138,830,139,799,2077,140,2077,25.152,2.25,1.2183,5.132318099,0.916535045,752,193,771,175,0.946987952,18.86363636,830,138,-59.20865279,36.08817087,-2325,1418.75,1939,640,25152,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA02P_99146,1,14700,35212.5,37,6458.125,6465.625,-7.5,22,40.05931606,43.08010527,2.215967894,1,slide_placement,_doc,CxuP0XgBY1V5ZLgkcmRX,1,138,2077,76202.7,TRUE,25152,25859.4,799,189,785,829,TRUE,TRUE,TRUE,44,-610,44,,,,,,,TRUE,TRUE,FALSE,TRUE,1.2,26,CS002,H01CBA02P,,CS002-1-1618411711877,1,15,2021-04-14T18:05:42,99146,,,,,,,,,,,,,,,,,,,189,138,830,139,799,2077,140,2077,25.152,2.25,1.2183,5.132318099,0.916535045,752,193,771,175,0.946987952,18.86363636,830,138,-59.20865279,36.08817087,-2325,1418.75,1939,640,25152,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA02P_99146,2,6950,27650,37,6495.625,6501.25,-5.625,21,40.09958253,56.93235974,2.218328476,1,slide_placement,_doc,CxuP0XgBY1V5ZLgkcmRX,1,138,2077,76202.7,TRUE,25152,25859.4,799,189,785,829,TRUE,TRUE,TRUE,44,-610,44,,,,,,,TRUE,TRUE,FALSE,TRUE,1.2,26,CS002,H01CBA02P,,CS002-1-1618411711877,1,15,2021-04-14T18:05:42,99146,,,,,,,,,,,,,,,,,,,189,138,830,139,799,2077,140,2077,25.152,2.25,1.2183,5.132318099,0.916535045,752,193,771,175,0.946987952,18.86363636,830,138,-59.20865279,36.08817087,-2325,1418.75,1939,640,25152,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA02P_99146,3,22825,18950,69,6501.25,6550,-48.75,60,25.23518198,57.44472546,2.420795202,1,slide_placement,_doc,CxuP0XgBY1V5ZLgkcmRX,1,138,2077,76202.7,TRUE,25152,25859.4,799,189,785,829,TRUE,TRUE,TRUE,44,-610,44,,,,,,,TRUE,TRUE,FALSE,TRUE,1.2,26,CS002,H01CBA02P,,CS002-1-1618411711877,1,15,2021-04-14T18:05:42,99146,,,,,,,,,,,,,,,,,,,189,138,830,139,799,2077,140,2077,25.152,2.25,1.2183,5.132318099,0.916535045,752,193,771,175,0.946987952,18.86363636,830,138,-59.20865279,36.08817087,-2325,1418.75,1939,640,25152,FALSE,FALSE,,,FALSE,,14/04/2021,both
H01CBA02P_99146,4,13350,12862.5,69,6550,6555.625,-5.625,37,24.0054509,111.7454011,2.379198074,1,slide_placement,_doc,CxuP0XgBY1V5ZLgkcmRX,1,138,2077,76202.7,TRUE,25152,25859.4,799,189,785,829,TRUE,TRUE,TRUE,44,-610,44,,,,,,,TRUE,TRUE,FALSE,TRUE,1.2,26,CS002,H01CBA02P,,CS002-1-1618411711877,1,15,2021-04-14T18:05:42,99146,,,,,,,,,,,,,,,,,,,189,138,830,139,799,2077,140,2077,25.152,2.25,1.2183,5.132318099,0.916535045,752,193,771,175,0.946987952,18.86363636,830,138,-59.20865279,36.08817087,-2325,1418.75,1939,640,25152,FALSE,FALSE,,,FALSE,,14/04/2021,both
